mark,model,vollume,power
Suzuki,Bandit GSF 650,650.4,71.86666666666666
Suzuki,Boulevard 400,354.0,22.25
Suzuki,Boulevard C109R,1800.0,1.0
Suzuki,Boulevard C50,801.4090909090909,40.31818181818182
Suzuki,Boulevard C90,1508.764705882353,54.588235294117645
Suzuki,Boulevard M109R,1798.6896551724137,108.55172413793103
Suzuki,Boulevard M50,801.875,54.125
Suzuki,Boulevard M90,1500.0,79.5
Suzuki,Boulevard S50,800.0,1.0
Suzuki,DF 200,199.0,20.0
Suzuki,DR 250,249.8,24.4
Suzuki,DR 650 R/RS,645.0,45.0
Suzuki,DR 650 SE,650.0,38.5
Suzuki,DR 800 Big,800.0,50.0
Suzuki,DR-Z 400,399.8235294117647,34.8235294117647
Suzuki,DR-Z 400 SM,399.62068965517244,34.06896551724138
Suzuki,DR-Z 70,68.5,3.0
Suzuki,Desperado VZ400,399.55555555555554,31.444444444444443
Suzuki,Djebel 200 (DR 200 SE),199.92307692307693,15.23076923076923
Suzuki,Djebel 250,249.80769230769232,22.153846153846153
Suzuki,GN 125,139.75,10.25
Suzuki,GS 500,500.0,23.0
Suzuki,GS 750,750.0,80.0
Suzuki,GS 850,850.0,81.0
Suzuki,GSR 400,399.2857142857143,48.142857142857146
Suzuki,GSR 600,600.0,91.53333333333333
Suzuki,GSR 750,748.1034482758621,75.0
Suzuki,GSX 1100,1100.0,136.0
Suzuki,GSX 1200 Inazuma,1200.0,1.0
Suzuki,GSX 1250 FA,1251.875,89.625
Suzuki,GSX 1300 R Hayabusa,1317.85,167.325
Suzuki,GSX 1400,1400.25,80.0
Suzuki,GSX 250,250.0,45.0
Suzuki,GSX 400 Inazuma,399.6666666666667,18.333333333333332
Suzuki,GSX 400F Katana,399.3333333333333,35.0
Suzuki,GSX 600F Katana,600.0,68.0
Suzuki,GSX 650F,651.5,85.75
Suzuki,GSX 750F Katana,750.0,78.83333333333333
Suzuki,GSX-8S,780.6153846153846,70.38461538461539
Suzuki,GSX-R 1000,999.8888888888889,154.94444444444446
Suzuki,GSX-R 1100,1100.0,155.0
Suzuki,GSX-R 125,125.0,15.0
Suzuki,GSX-R 250,248.5,25.0
Suzuki,GSX-R 400,400.0,56.0
Suzuki,GSX-R 600,609.4878048780488,107.8048780487805
Suzuki,GSX-R 750,749.9117647058823,103.17647058823529
Suzuki,GSX-S 1000,953.8636363636364,123.0
Suzuki,GSX-S 1000 F,999.6451612903226,82.70967741935483
Suzuki,GSX-S 1000 GT,990.9166666666666,126.83333333333333
Suzuki,GSX-S 1000S Katana,999.5,150.0
Suzuki,GSX-S 750,749.8333333333334,57.5
Suzuki,GW 250 (GSR 250),249.66666666666666,21.833333333333332
Suzuki,Gixxer 150,150.0,15.0
Suzuki,Goose 350,348.0,33.0
Suzuki,Grasstracker TU 250G,249.875,11.625
Suzuki,Intruder C800 (VL 800),801.8181818181819,38.81818181818182
Suzuki,Intruder M1800R (VZR 1800),1798.7857142857142,116.14285714285714
Suzuki,Intruder M800 (VZ 800),802.5,28.5
Suzuki,Intruder VL 1500 LC,1500.0,67.25
Suzuki,Intruder VL 400 Classic,399.8,13.8
Suzuki,Intruder VS 1400,1390.0,33.25
Suzuki,Intruder VS 400,280.0,22.333333333333332
Suzuki,Intruder VS 750,750.0,58.0
Suzuki,Intruder VS 800,801.6666666666666,37.333333333333336
Suzuki,Marauder VZ 1600,1700.0,40.5
Suzuki,Marauder VZ 800,800.0,40.6
Suzuki,RF 400,399.0,53.0
Suzuki,RF 900,937.0,132.5
Suzuki,RM 125,125.0,41.0
Suzuki,RM-Z 250,249.85714285714286,31.285714285714285
Suzuki,RM-Z 450,450.0,34.0
Suzuki,RMX 250S,250.0,13.0
Suzuki,RV 200 VanVan,199.3684210526316,12.842105263157896
Suzuki,RV 50,49.0,1.0
Suzuki,SFV 400 Gladius,399.3157894736842,54.8421052631579
Suzuki,SFV 650 Gladius,648.75,63.0
Suzuki,ST250 (TU250X),249.0,13.666666666666666
Suzuki,SV 1000,999.3333333333334,83.66666666666667
Suzuki,SV 400,399.875,46.625
Suzuki,SV 650,649.3220338983051,46.08474576271186
Suzuki,TL 1000,1000.0,102.25
Suzuki,TS 200R,200.0,1.0
Suzuki,TS 250,250.0,33.0
Suzuki,V-Strom 800DE,800.0,84.0
Suzuki,V-Strom DL 1000,1003.0888888888888,80.31111111111112
Suzuki,V-Strom DL 1050,1041.2142857142858,61.57142857142857
Suzuki,V-Strom DL 250,249.83333333333334,12.833333333333334
Suzuki,V-Strom DL 650,649.1224489795918,54.94897959183673
Suzuki,VX 800,805.0,54.0
Suzuki,Volty (TU250),250.0,16.0
Suzuki,Wolf,250.0,45.0
Yamaha,BT1100 Bulldog,1093.8333333333333,59.5
Yamaha,DT125,125.0,15.0
Yamaha,DT230 Lanza,230.0,20.5
Yamaha,FJR1300,1287.764705882353,116.57843137254902
Yamaha,FZ1,1006.5753424657535,102.72602739726027
Yamaha,FZ16,150.0,7.5
Yamaha,FZ25 Fazer,249.5,10.5
Yamaha,FZ400,399.6,42.6
Yamaha,FZ6,599.4705882352941,86.75294117647059
Yamaha,FZ8,799.025641025641,92.56410256410257
Yamaha,FZR1000,1000.0,118.33333333333333
Yamaha,FZS1000 Fazer,999.5714285714286,122.71428571428571
Yamaha,FZS600 Fazer,599.7142857142857,96.71428571428571
Yamaha,FZX750,750.0,71.0
Yamaha,GTS1000,1000.0,100.0
Yamaha,MR50,60.0,40.0
Yamaha,MT-01,1691.8181818181818,81.54545454545455
Yamaha,MT-03,341.875,34.75
Yamaha,MT-07 (FZ-07),697.2272727272727,55.59090909090909
Yamaha,MT-09 (FZ-09),869.7946428571429,93.66071428571429
Yamaha,MT-09 Tracer (FJ-09),863.9130434782609,90.48695652173913
Yamaha,MT-10,999.0555555555555,155.83333333333334
Yamaha,MT-25,249.5,18.0
Yamaha,Niken,853.5,90.4
Yamaha,PW50/PW80,56.44444444444444,2.5555555555555554
Yamaha,SCR950,948.0,53.75
Yamaha,SR400,399.8888888888889,9.333333333333334
Yamaha,SR500,500.0,1.0
Yamaha,SRX400,400.0,32.666666666666664
Yamaha,SRX600,608.0,42.0
Yamaha,TDM850,849.7,57.3
Yamaha,TDM900,899.2857142857143,65.80952380952381
Yamaha,TT-R110,110.0,16.0
Yamaha,TT-R125,125.0,1.0
Yamaha,TT-R250,244.85,27.2
Yamaha,TT250R,249.7,24.5
Yamaha,TW200,199.16666666666666,12.666666666666666
Yamaha,TW225,231.25,1.0
Yamaha,TZR250,250.0,50.0
Yamaha,Tenere 700,690.0952380952381,59.904761904761905
Yamaha,Tracer 700,692.6666666666666,49.333333333333336
Yamaha,VMAX 1200,1196.6857142857143,112.2
Yamaha,VMAX 1700,1691.6,203.4
Yamaha,WR250F,252.64285714285714,33.285714285714285
Yamaha,WR250R,249.92307692307693,29.307692307692307
Yamaha,WR250X,250.0,13.857142857142858
Yamaha,WR400F,450.0,50.0
Yamaha,WR426F,426.0,1.0
Yamaha,WR450F,449.88235294117646,33.470588235294116
Yamaha,XG250 Tricker,249.9090909090909,13.454545454545455
Yamaha,XJ6 (FZ6R),600.7042253521126,73.02816901408451
Yamaha,XJ600,600.0,52.916666666666664
Yamaha,XJ900,900.0,89.14285714285714
Yamaha,XJR1200,2800.0,70.72727272727273
Yamaha,XJR1300,1294.4444444444443,80.16666666666667
Yamaha,XJR400,489.9,42.6
Yamaha,XS1100,1100.5,78.5
Yamaha,XSR700,704.6875,52.1875
Yamaha,XSR900,884.4516129032259,89.87096774193549
Yamaha,XT1200Z Super Tenere,1199.923076923077,96.0
Yamaha,XT225 Serow,224.0,5.666666666666667
Yamaha,XT250 Serow,249.72222222222223,12.444444444444445
Yamaha,XT250X,249.5,11.0
Yamaha,XT400,399.0,36.0
Yamaha,XT600,600.0,45.0
Yamaha,XT660R,660.0,36.25
Yamaha,XT660X,660.0,24.5
Yamaha,XT660Z Tenere,660.0,23.22222222222222
Yamaha,XTZ660 Tenere,660.0,24.5
Yamaha,XTZ750 Super Tenere,750.0,70.0
Yamaha,XV 1600 Wild Star,1600.0869565217392,53.608695652173914
Yamaha,XV 1700 Warrior,1693.225806451613,83.51612903225806
Yamaha,XV 1700A Road Star,1692.7777777777778,57.27777777777778
Yamaha,XV 1900,1896.7954545454545,69.79545454545455
Yamaha,XV1100 Virago,1083.5555555555557,54.333333333333336
Yamaha,XV400 Virago,399.72727272727275,35.0
Yamaha,XV535 Virago,535.0,73.0
Yamaha,XV750 Virago,749.5,44.0
Yamaha,XV950 Bolt,948.98,34.08
Yamaha,XVS1100,1074.8426966292134,42.73033707865169
Yamaha,XVS1300,1300.3684210526317,60.89473684210526
Yamaha,XVS400 Drag Star,398.57142857142856,25.142857142857142
Yamaha,XVS650,649.8235294117648,35.529411764705884
Yamaha,XVS950,909.6086956521739,48.34782608695652
Yamaha,XVZ 1300,1299.5714285714287,70.85714285714286
Yamaha,YBR125,124.75757575757575,7.9393939393939394
Yamaha,YBR250,250.0,1.0
Yamaha,YS125 Fazer,125.0,10.0
Yamaha,YS250 Fazer,250.0,21.0
Yamaha,YZ125,124.5,20.0
Yamaha,YZ250,250.0,27.5
Yamaha,YZ250F,249.95238095238096,31.476190476190474
Yamaha,YZ450F,450.0,36.46153846153846
Yamaha,YZ65,65.0,1.0
Yamaha,YZ85,75.4,19.2
Yamaha,YZF-R1,999.4230769230769,149.2948717948718
Yamaha,YZF-R125,125.0,12.0
Yamaha,YZF-R15,150.0,17.0
Yamaha,YZF-R25,249.44444444444446,23.666666666666668
Yamaha,YZF-R3,316.0133333333333,30.426666666666666
Yamaha,YZF-R6,590.1481481481482,83.07407407407408
Yamaha,YZF-R7,694.8571428571429,62.714285714285715
Yamaha,YZF1000R Thunderace,1000.6666666666666,97.0
Yamaha,YZF600R Thundercat,600.0,120.0
Yamaha,YZF750,749.0,1.0
